 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105
1198	243.863	249.738	310.692	278.645	605.613	577.460	281.497	579.000	820.894	551.466	1267.472	245.249	260.481	388.508	267.031	386.984	324.492	384.162	621.340	2252.564	758.834	299.139	753.086	506.876	288.073	708.181	494.760	336.434	577.004	827.400	1041.771	840.570	671.787	422.558	868.501	451.587	1255.780	939.819	1306.321	1050.240	1096.367	506.660	3691.640	1065.655	805.788	470.892	1179.346	551.514	1093.140	688.813	1003.396	552.717	1051.288	496.062	466.532	476.876	584.409	990.620	1247.425	907.253	1624.077	581.673	609.273	410.358	356.864	416.416	653.713	365.603	1627.130	656.572	1034.350	1808.900	572.468	531.825	950.080	1434.289	503.508	1120.688	1896.402	1375.762	400.146	861.302	560.589	365.134	862.133	438.860	1212.415	248.802	375.183	234.939	962.380	446.166	1209.928	2215.112	964.652	753.600	1206.090	1304.482	224.488	363.172	1362.252	352.898	452.582	344.737	494.945
1199	254.053	250.282	284.480	306.660	648.067	603.143	291.272	569.324	828.808	515.946	1209.037	250.650	283.492	397.277	262.140	365.098	350.690	363.406	694.982	2350.261	784.770	291.657	755.051	536.963	261.813	628.847	522.730	349.527	518.178	809.571	1124.194	834.336	670.093	375.932	866.442	479.331	1340.972	887.334	1222.568	953.113	1122.701	450.987	3867.399	900.177	909.325	464.627	1213.331	503.392	992.357	646.985	1000.120	501.840	1104.912	512.769	479.653	518.874	530.672	1089.497	1129.837	975.911	1628.810	659.086	566.340	410.935	388.232	430.949	737.195	332.328	1663.398	625.875	1017.521	1845.507	574.142	639.183	877.607	1288.707	529.564	1249.322	1652.092	1416.996	392.553	856.348	615.919	322.670	899.809	414.286	1198.359	266.439	364.707	239.639	804.982	441.182	1173.198	2110.083	869.960	849.583	1324.604	1346.448	227.508	375.854	1292.822	349.199	431.495	341.191	570.138
1200	256.488	254.818	332.699	295.747	647.207	610.233	259.930	548.215	817.432	559.404	1154.943	237.391	287.000	418.679	259.904	395.548	326.176	363.480	696.227	2306.734	811.207	311.736	788.678	555.973	257.703	711.754	527.429	350.312	575.347	781.008	1039.075	917.865	665.531	431.139	802.258	510.380	1283.616	775.276	1111.273	1125.250	963.669	499.564	3910.407	988.955	875.763	457.864	1273.596	470.360	939.979	724.534	975.163	544.144	1019.099	511.422	460.278	459.222	474.747	1032.603	1093.612	994.216	1576.299	652.649	559.732	415.797	349.628	504.846	726.308	346.744	1595.996	611.028	973.896	1928.988	623.967	575.359	858.420	1324.783	522.979	1219.038	1898.441	1461.074	403.947	762.553	579.426	365.551	835.156	458.113	1210.352	258.395	429.844	245.483	768.243	440.085	1101.200	2146.536	913.628	714.185	1286.579	1265.664	239.119	369.677	1311.944	344.951	476.142	335.074	499.429
1201	248.766	230.586	331.844	310.076	709.099	556.127	276.259	553.445	815.579	518.758	1248.441	236.933	273.166	448.834	238.572	416.747	318.225	391.180	716.143	2004.708	716.712	281.839	785.388	519.747	265.362	734.005	494.619	333.345	608.130	772.625	1106.221	943.126	670.471	407.643	825.579	465.111	1277.443	792.469	1113.578	1039.209	1057.985	496.946	3957.646	1016.519	989.722	427.694	1179.708	503.044	839.017	660.620	975.173	553.594	1020.116	529.290	474.907	470.625	516.595	1102.629	1116.356	898.343	1746.360	673.528	625.158	438.010	394.745	420.044	721.728	370.350	1669.170	668.487	943.974	1846.576	594.384	579.603	874.120	1331.932	528.370	1182.350	1837.496	1401.904	409.123	858.425	506.582	353.588	931.973	418.230	1165.320	253.547	428.287	239.975	903.866	470.891	1224.606	2204.486	847.805	741.980	1307.402	1365.354	227.033	347.650	1378.612	349.210	434.003	348.887	533.848
1202	252.110	263.169	356.702	304.605	630.720	585.744	269.538	499.411	781.596	511.017	1361.073	252.333	250.070	378.095	259.798	356.232	353.967	360.863	686.778	2228.309	742.239	293.556	749.262	448.591	275.856	745.442	493.648	378.989	580.673	753.938	960.022	818.231	670.544	381.641	881.030	494.952	1294.317	893.921	1041.302	1011.722	980.628	435.284	3636.281	1003.746	901.418	446.979	1170.946	526.703	992.129	749.734	974.246	533.969	973.046	495.809	458.677	430.718	552.754	1007.568	1127.276	915.546	1659.788	656.337	557.777	446.509	391.187	415.537	605.637	341.366	1686.467	631.471	1053.719	1852.173	553.975	557.042	856.984	1367.054	558.025	1213.727	1783.361	1450.000	429.561	849.186	597.621	383.128	913.481	403.053	1131.352	248.176	395.218	255.694	969.853	469.054	1233.463	2253.251	986.164	750.925	1213.712	1260.615	225.023	369.108	1370.050	349.195	436.981	372.111	555.093
1203	262.679	259.667	303.632	318.480	765.288	570.597	263.950	493.790	842.003	516.959	1278.439	246.983	274.787	402.589	247.500	423.976	342.067	379.344	661.830	2111.050	797.956	272.608	807.434	475.713	273.888	738.643	493.801	357.644	564.043	811.735	1076.346	731.742	712.150	399.728	862.474	400.452	1162.278	774.651	1154.978	937.072	976.172	466.690	3701.338	937.342	771.395	432.258	1200.932	469.772	953.885	760.492	927.728	549.022	1035.459	496.807	469.479	489.585	429.067	954.400	1103.965	949.401	1468.582	609.382	557.950	426.181	319.279	388.386	702.301	338.454	1732.264	665.838	1002.578	1920.250	691.432	548.960	874.752	1305.196	554.726	1106.401	1817.766	1350.664	376.602	849.075	567.005	376.574	806.339	460.588	1217.189	252.995	416.667	245.799	916.291	402.414	1080.988	2216.771	961.949	653.197	1206.077	1319.130	230.083	404.929	1340.701	319.480	422.351	352.294	483.254
1204	236.961	242.167	273.917	278.856	631.204	580.875	266.564	506.687	778.203	454.949	1398.302	269.636	302.455	446.731	252.116	444.699	340.094	367.174	684.152	2305.171	765.806	283.968	788.577	489.192	280.933	749.238	530.207	335.762	523.162	784.622	1064.516	894.872	677.802	403.610	853.701	441.779	1250.728	876.288	1147.983	931.534	946.468	452.257	3794.377	964.515	869.720	406.545	1110.983	514.110	955.962	782.218	1055.970	515.853	1012.011	458.111	472.427	439.612	508.487	1074.741	1058.111	901.491	1710.592	659.963	592.004	437.479	333.672	443.090	688.911	347.106	1625.635	643.826	1001.316	1872.448	681.855	586.649	774.078	1169.485	502.527	1134.559	1762.245	1426.226	406.239	846.516	576.012	377.660	823.223	429.300	1185.572	250.132	396.300	253.173	874.132	474.967	1069.100	2206.667	912.807	655.267	1266.508	1227.803	232.750	364.558	1336.177	348.070	412.998	326.673	572.638
1205	252.638	243.973	324.066	296.025	654.769	567.853	282.584	574.489	773.805	524.157	1279.689	268.448	290.055	419.827	272.392	392.821	337.833	374.891	684.948	2080.257	790.215	259.904	670.461	471.087	269.548	718.791	451.678	367.012	539.047	806.692	1104.757	828.159	642.071	405.906	814.537	431.515	1265.163	821.543	1103.516	979.552	982.814	514.449	3704.174	963.846	849.510	469.807	1281.805	547.954	1020.521	645.958	992.893	542.846	1004.040	466.258	509.563	458.161	483.988	1054.966	1006.076	1038.938	1469.187	671.967	580.803	478.707	364.913	431.740	708.905	336.628	1564.499	617.464	944.038	1804.670	573.593	581.315	834.282	1369.556	480.737	1115.832	1792.570	1390.542	355.351	828.976	604.649	334.408	939.581	443.510	1156.837	264.031	411.183	239.037	966.813	419.518	1070.835	2208.090	878.157	628.148	1232.124	1283.458	231.344	353.347	1319.642	376.090	391.414	357.188	511.627
1206	259.233	239.747	332.447	305.342	632.288	550.343	279.997	553.724	804.688	502.058	1187.492	248.713	274.298	401.908	261.243	371.088	356.768	381.166	693.125	2055.806	718.523	257.077	785.976	476.015	276.860	676.618	450.466	352.298	549.770	703.648	1025.080	996.392	612.094	416.403	875.342	510.418	1295.691	848.390	1093.374	875.688	1054.139	436.114	3517.411	973.395	915.401	424.444	1240.281	517.931	847.766	690.316	1007.041	491.502	1014.116	505.869	428.782	435.675	473.866	968.110	1049.759	985.568	1595.875	632.902	524.814	406.462	358.698	469.468	749.815	323.115	1540.531	715.020	1020.744	1872.163	585.231	503.466	869.474	1304.439	559.617	1099.919	1806.311	1441.210	405.030	849.901	594.584	358.492	885.653	458.969	1121.283	282.675	404.319	246.237	852.514	486.811	1096.551	2231.280	955.965	682.299	1256.635	1283.627	218.119	367.672	1395.128	336.637	404.265	370.815	531.468
1207	233.459	247.487	274.228	310.735	634.027	536.343	290.354	476.066	764.315	490.486	1348.468	252.427	275.426	419.534	251.868	415.033	319.227	368.059	662.413	2002.706	749.350	260.570	660.017	513.496	264.927	659.225	529.009	319.871	548.058	768.312	1026.056	827.287	669.449	408.264	869.983	536.700	1271.213	849.778	1150.590	861.023	1060.229	475.749	3594.634	926.077	961.829	436.844	1317.302	512.820	993.287	703.787	965.816	540.928	999.979	511.327	447.504	468.929	473.931	1040.749	1126.611	1025.691	1728.485	616.139	623.551	416.439	361.525	462.987	679.630	357.460	1530.663	667.197	990.152	1862.132	663.657	658.294	877.789	1371.100	554.527	1208.472	1857.000	1383.882	396.565	859.913	573.643	351.202	923.806	441.930	1222.259	255.202	396.894	250.583	763.572	448.300	1147.210	2286.053	934.894	641.333	1422.505	1340.721	239.495	371.890	1444.767	337.271	417.199	348.737	482.587
1208	251.864	259.063	309.818	296.350	522.997	578.995	259.289	530.397	832.591	526.651	1241.207	254.330	273.187	410.263	260.665	404.806	320.780	332.033	669.352	1935.236	770.546	269.738	703.579	492.765	292.202	688.516	505.904	348.562	551.971	797.250	1109.511	792.399	602.054	392.109	884.156	463.987	1124.896	795.577	1256.096	1032.536	941.064	465.318	3903.038	968.909	773.418	428.604	1244.327	483.557	970.357	711.042	941.522	487.345	990.248	463.564	463.703	451.027	520.784	1033.149	1108.963	932.204	1569.437	627.805	572.970	416.866	370.204	444.730	735.786	367.910	1620.454	615.545	1034.307	1901.941	670.382	589.788	918.953	1290.167	495.652	1199.951	1827.320	1370.623	417.807	842.306	589.146	341.804	850.543	442.253	1073.915	260.244	431.931	233.039	848.630	455.834	1155.088	2198.706	978.341	777.394	1354.774	1364.118	235.970	353.492	1365.950	341.442	445.644	337.108	480.964
1209	253.233	246.805	320.520	307.775	536.116	582.637	278.426	516.247	736.747	548.142	1183.133	257.517	273.381	377.155	248.500	383.635	294.764	371.148	633.213	2026.410	761.119	282.886	768.487	469.086	263.405	638.845	491.802	330.785	567.736	712.413	1126.856	822.137	645.304	430.769	827.690	446.500	1331.970	769.699	1165.643	1000.930	972.724	507.957	3704.188	1027.059	871.181	440.535	1254.679	512.862	874.350	725.967	1015.664	481.658	971.528	492.719	460.287	535.626	453.059	1021.048	1005.310	1012.420	1634.691	635.415	577.771	436.843	356.393	466.530	730.319	344.394	1531.195	603.097	1027.316	1855.584	538.111	605.679	879.873	1318.544	547.500	1129.509	1969.388	1377.670	423.467	756.530	535.493	335.009	985.198	416.488	1158.259	256.479	374.387	240.477	909.838	491.407	1149.463	2148.168	906.534	715.759	1227.941	1400.764	230.652	371.386	1417.687	358.553	457.854	326.790	547.230
1210	261.278	240.370	309.964	281.796	685.771	623.168	297.344	595.523	875.393	489.501	1171.388	262.330	241.243	398.666	242.105	364.705	308.958	348.537	620.599	2202.622	765.112	249.824	781.610	464.278	273.293	615.153	563.446	373.431	600.284	734.378	1066.374	850.738	669.246	403.312	862.630	456.628	1186.736	831.099	1221.739	876.778	972.756	508.635	3823.063	1037.526	924.276	450.381	1128.513	449.164	928.150	676.303	966.681	504.685	982.831	455.348	487.138	426.258	448.794	1016.460	1065.963	960.133	1662.003	580.105	591.642	388.997	368.489	399.288	725.129	364.026	1579.765	588.920	961.319	1749.841	571.844	560.558	954.130	1187.154	552.494	1155.601	1845.975	1510.279	450.005	839.435	546.805	323.594	880.401	427.689	1192.402	255.995	382.963	234.808	862.914	437.386	1081.016	2138.544	973.410	677.104	1351.440	1359.354	238.381	380.341	1314.218	362.397	389.067	349.833	515.200
1211	235.992	253.226	318.672	296.888	676.167	592.919	253.322	562.215	827.499	492.354	1269.203	261.020	291.102	392.503	257.562	376.552	330.933	390.787	619.667	1927.007	735.033	279.913	758.049	487.214	288.369	649.847	493.184	358.352	544.246	724.895	1093.156	905.480	626.287	389.582	811.519	446.323	1217.955	810.954	1290.285	857.616	940.915	487.729	3430.328	1053.995	817.337	430.766	1057.516	531.986	895.839	690.477	969.966	513.739	973.589	462.254	429.957	473.354	511.234	1086.926	1116.007	964.938	1608.550	630.526	542.422	435.663	369.892	421.640	667.342	380.751	1589.724	600.341	1081.557	1843.477	626.134	587.222	845.159	1267.378	533.016	1188.878	1809.696	1390.096	376.681	827.551	570.686	372.379	936.445	430.253	1113.028	233.699	401.924	244.815	880.696	473.154	1055.764	2063.562	853.106	739.751	1283.517	1336.155	219.043	395.387	1315.834	388.711	404.872	346.069	523.237
1212	253.530	245.132	323.407	290.282	685.771	611.429	278.190	506.751	817.546	535.008	1220.523	254.434	263.172	413.542	271.912	397.642	280.682	368.398	639.379	1931.905	761.650	297.563	753.360	482.580	288.761	670.396	465.626	347.172	508.433	689.273	1046.170	820.744	602.699	413.745	845.026	453.285	1242.526	765.770	1115.115	1005.528	962.639	490.870	3487.417	921.887	886.597	401.395	1149.681	511.816	983.958	757.062	1016.422	470.321	982.448	434.896	466.914	481.966	431.994	998.315	1093.103	1187.676	1479.955	622.115	611.388	374.198	367.965	444.316	741.032	362.586	1521.826	625.428	961.681	1814.868	538.086	548.468	817.130	1147.607	558.597	1206.114	1765.683	1411.910	422.021	740.569	533.126	363.240	889.675	435.570	1177.900	263.684	389.585	235.578	845.256	446.055	1096.329	2212.519	846.200	750.557	1284.480	1177.758	227.146	366.610	1363.898	358.710	427.103	338.781	492.182
1213	264.679	260.418	307.712	299.176	648.989	549.279	290.068	525.429	842.989	548.651	1234.852	254.734	275.721	373.971	253.443	381.766	328.891	341.908	599.966	1941.521	685.899	286.509	725.191	484.354	274.991	713.445	497.025	307.319	512.745	723.857	1046.080	906.251	609.034	427.712	806.345	448.195	1191.730	869.592	1119.863	873.812	920.770	522.589	3528.375	978.608	883.759	448.188	1080.037	493.585	780.133	658.800	883.094	517.723	949.004	452.788	438.961	517.278	498.442	957.473	1151.048	987.525	1643.132	609.347	606.238	428.677	358.674	404.170	705.395	345.800	1514.884	578.310	1057.464	1879.764	633.256	516.657	860.305	1231.817	554.370	1108.046	1846.299	1393.783	406.311	764.694	609.357	362.127	875.370	428.130	1148.550	259.323	440.152	241.629	772.841	456.255	1190.857	2236.093	949.874	784.817	1266.740	1254.564	229.462	394.455	1276.527	367.055	380.714	372.811	507.929
1214	251.998	249.921	289.427	279.552	667.712	572.875	264.215	519.413	786.045	509.627	1246.005	255.385	269.332	396.418	261.432	406.240	320.911	375.326	631.322	1874.130	715.059	273.934	739.067	489.556	248.722	610.593	466.547	354.841	562.865	736.854	1036.187	875.684	653.653	431.651	901.465	435.231	1149.459	800.982	1175.048	1091.443	958.962	491.388	3820.810	966.043	980.189	422.965	1213.377	501.703	901.259	652.083	1070.131	526.496	914.061	453.516	429.875	475.886	481.711	1004.209	1056.804	1006.148	1742.595	616.643	561.872	421.171	313.293	425.722	614.756	350.154	1614.809	573.041	1004.982	1792.540	629.599	570.710	829.700	1392.287	473.597	1234.035	1900.334	1398.000	404.151	730.526	546.020	389.945	840.853	468.481	1164.728	250.099	435.069	244.390	919.618	454.991	1088.091	2229.874	976.594	676.933	1371.130	1222.791	229.699	360.441	1341.513	326.480	444.226	330.792	544.302
1215	246.294	261.475	321.980	285.389	619.054	559.839	262.093	516.030	762.357	526.453	1214.088	238.719	267.343	416.315	266.967	345.377	378.886	358.338	727.009	2054.700	712.114	280.055	772.648	474.269	261.269	607.171	496.046	353.327	563.239	761.632	985.250	820.016	674.435	396.601	754.896	449.303	1259.476	851.663	1079.607	935.541	1036.216	462.421	3669.545	1015.642	858.772	433.487	1118.781	512.777	923.608	693.099	943.801	502.466	899.076	472.917	475.164	488.409	477.086	1029.117	1104.074	921.982	1599.916	613.932	582.768	410.564	356.944	461.298	785.423	351.145	1576.775	517.335	1003.466	1664.214	581.081	624.188	846.166	1291.420	498.449	1129.808	1762.638	1436.051	421.465	833.897	566.708	343.592	874.200	402.113	1113.187	256.699	370.356	242.155	819.218	473.054	1192.398	2116.569	933.109	744.009	1213.867	1226.151	216.017	378.849	1295.574	364.223	461.957	341.462	512.232
1216	248.071	255.835	341.623	289.752	654.250	583.746	264.274	537.137	747.081	493.063	1271.307	243.485	277.040	415.019	253.831	373.823	343.784	393.162	653.562	1969.229	705.616	285.844	727.322	468.800	291.845	680.197	451.449	344.296	578.264	735.230	1012.267	984.074	674.911	434.057	858.998	441.782	1120.079	918.212	1105.436	954.430	868.355	461.906	3839.889	1014.621	880.156	394.235	1210.998	548.164	998.080	709.097	1087.672	532.967	1012.924	466.097	437.875	471.991	493.422	1006.246	1004.028	939.988	1747.029	659.060	638.245	435.794	339.611	420.941	680.917	338.894	1449.191	590.158	999.709	1970.501	593.610	589.986	821.003	1211.119	518.148	1095.707	1761.755	1294.851	396.563	843.680	532.466	350.742	882.898	435.058	1198.941	256.627	430.399	247.930	777.256	467.775	1159.558	2106.641	962.308	744.475	1248.158	1336.042	216.588	380.667	1324.643	349.476	409.836	350.282	461.709
1217	248.393	256.927	291.268	297.493	693.011	594.206	268.134	543.564	781.025	501.639	1206.894	258.563	265.743	389.215	267.408	348.998	316.800	365.027	653.751	1895.570	771.334	277.059	802.494	486.733	273.450	663.000	500.764	328.321	571.077	789.745	1046.131	928.065	692.854	399.026	858.191	492.525	1152.396	861.087	1255.144	1032.387	958.465	459.035	3490.581	1003.383	1019.290	418.483	1120.362	513.818	1008.227	754.180	1016.488	567.492	949.924	463.406	456.955	445.260	449.043	1042.488	1070.989	1029.589	1505.543	560.727	541.780	379.573	345.970	454.311	768.671	370.414	1473.771	546.742	954.456	1841.568	611.326	547.663	858.563	1193.206	553.072	1115.209	1868.002	1389.669	390.121	846.198	550.200	372.707	943.194	450.438	1144.089	247.063	400.649	258.159	818.349	462.196	1062.055	2074.899	1004.375	747.470	1230.164	1251.845	225.642	371.471	1410.509	359.720	418.315	334.105	505.430
1218	259.733	268.738	310.550	294.989	733.548	561.535	291.304	556.194	821.354	498.326	1174.709	260.791	283.417	371.648	260.579	410.715	317.448	347.426	672.961	1943.773	729.373	266.153	682.637	525.362	263.812	683.477	474.838	347.109	523.746	710.673	1126.888	874.251	617.570	435.591	792.876	453.334	1191.555	778.929	1152.060	969.534	1025.659	519.677	3829.850	1115.689	869.621	436.319	1208.213	466.159	938.161	672.607	938.617	506.376	985.514	405.097	465.250	487.278	403.837	1044.551	1024.111	1044.046	1610.498	610.254	531.440	380.977	339.611	420.219	721.603	359.734	1459.134	594.377	1054.051	1884.521	637.950	601.357	865.669	1144.724	527.837	1239.826	1917.778	1408.024	393.335	796.445	595.777	353.259	948.071	456.492	1105.557	268.691	431.459	248.665	821.094	431.232	1072.174	2280.780	983.820	676.542	1300.632	1184.297	224.248	353.819	1331.274	336.995	378.920	362.696	510.002
1219	244.992	238.433	297.248	285.104	597.981	556.953	294.716	520.368	858.111	496.218	1290.005	262.546	289.094	365.294	277.028	384.415	302.192	347.512	653.043	1802.411	726.194	299.990	867.970	495.994	283.588	694.121	504.228	327.141	610.692	758.678	1094.903	923.139	650.571	401.041	810.053	463.166	1358.205	861.712	1221.422	1041.446	928.460	485.386	3559.079	1026.780	811.654	417.694	1207.263	427.166	1009.654	729.116	925.690	506.027	901.831	497.633	458.673	448.653	524.513	1046.127	1033.005	927.673	1706.785	583.490	562.199	379.923	348.255	479.532	674.582	338.511	1544.043	542.671	1050.904	1849.096	587.295	554.442	798.260	1337.402	538.023	1163.556	1792.475	1482.758	391.718	883.611	598.473	363.262	813.773	418.521	1227.498	274.841	410.365	252.362	878.770	442.752	1056.837	2180.629	980.951	726.936	1195.087	1161.979	223.512	361.387	1284.496	373.049	404.399	351.205	493.966
1220	256.549	238.770	318.517	333.556	639.460	576.748	295.346	501.820	791.900	483.139	1150.879	248.911	266.726	397.856	251.386	407.293	312.519	371.420	719.009	1857.961	716.052	268.771	725.118	522.562	269.948	710.844	485.721	342.099	527.281	686.760	942.409	763.700	651.469	409.242	867.991	416.877	1228.201	832.434	1089.885	960.358	1023.149	486.781	3667.486	959.442	901.875	412.759	1250.629	497.110	882.818	744.736	947.180	477.762	964.160	444.039	405.060	469.034	510.544	988.953	1041.965	979.009	1547.949	672.411	531.167	421.410	378.548	403.440	692.285	377.374	1658.329	505.168	962.833	1962.114	546.017	582.147	782.721	1210.315	538.735	1088.962	1877.755	1301.657	404.437	804.875	575.953	347.314	931.593	459.786	1197.994	248.602	401.686	231.437	928.068	457.964	1072.609	2114.351	941.694	703.107	1206.737	1171.333	223.137	399.840	1276.363	362.207	422.586	366.059	483.025
1221	249.019	253.874	294.000	284.280	598.997	605.563	285.579	484.370	830.591	458.915	1292.779	259.615	266.864	406.510	245.153	382.006	333.105	341.676	642.172	1847.028	668.860	271.403	775.333	504.134	305.468	667.894	463.766	327.687	588.833	735.363	1050.372	854.146	669.532	386.137	853.891	433.889	1177.659	879.765	1200.034	1071.845	949.939	449.898	3779.107	1045.812	963.298	445.538	1138.772	507.350	946.594	620.024	979.850	516.895	975.229	547.334	460.916	492.774	497.134	1062.192	1003.533	1003.179	1518.601	563.017	587.980	444.196	368.991	377.797	683.276	335.073	1500.781	500.054	977.550	1702.572	658.429	579.292	718.726	1218.185	579.006	1198.930	1789.761	1334.299	405.407	774.441	502.792	318.570	898.583	397.237	1149.904	245.007	433.631	238.833	824.073	458.340	984.043	2197.092	906.372	743.354	1153.591	1163.518	223.758	355.715	1349.814	354.476	388.341	370.953	482.243
1222	253.478	250.818	317.831	310.250	662.008	552.474	273.205	551.169	812.518	479.172	1180.559	253.222	289.681	418.647	243.303	414.847	366.633	379.080	646.528	1881.060	683.985	284.111	727.777	496.707	267.358	693.313	500.662	339.466	565.025	807.931	1143.538	837.316	659.234	413.464	827.834	466.720	1259.510	910.247	1214.235	1037.572	914.835	480.957	3671.700	1006.742	885.317	435.251	1116.944	509.486	956.815	649.930	888.966	567.762	967.876	475.516	449.254	452.573	488.261	1023.395	1121.041	942.077	1659.617	568.433	653.324	435.931	344.112	370.887	736.616	378.161	1616.805	583.739	1028.365	1730.379	647.462	564.250	781.140	1209.954	516.815	1153.672	1848.921	1395.553	377.291	816.901	521.461	343.940	835.982	400.912	1119.702	263.673	416.938	243.000	830.625	450.468	1015.344	2050.473	854.956	661.188	1310.805	1284.942	225.565	384.592	1316.520	348.748	461.170	358.546	507.077
1223	239.788	254.895	297.053	308.879	629.089	565.875	286.740	507.011	790.891	477.112	1283.539	255.341	278.300	382.660	247.669	398.646	289.292	377.094	732.633	1787.404	798.477	262.472	741.916	487.895	264.284	634.426	465.459	319.839	555.031	681.132	965.087	818.146	631.499	401.932	835.684	471.561	1254.614	894.232	1197.297	928.322	975.672	463.238	3657.704	973.565	986.101	434.244	1208.420	488.496	921.584	697.897	1010.353	477.216	982.150	476.002	486.545	479.789	512.094	1013.484	1073.628	1032.895	1507.132	570.880	566.672	358.874	362.319	433.712	713.102	363.830	1492.440	590.620	1070.795	1794.686	583.273	653.250	838.753	1188.878	506.755	1117.596	1853.020	1352.171	380.309	827.931	583.480	343.719	852.697	405.667	1101.467	255.060	414.876	234.072	877.122	418.068	988.112	2089.093	906.164	694.783	1242.056	1268.249	222.621	378.942	1420.545	346.024	445.795	351.003	534.854
1224	247.950	259.513	293.411	295.068	674.815	519.952	265.940	537.945	840.014	482.705	1294.861	236.898	285.943	376.994	263.518	412.000	320.621	363.391	630.678	1830.845	744.666	266.782	720.172	483.495	283.399	652.918	515.323	355.164	614.180	713.873	1041.104	900.215	670.091	396.429	864.882	424.823	1174.618	837.745	1167.326	1135.631	869.137	441.848	3720.688	1048.499	914.553	438.680	1266.048	490.413	1027.983	661.321	933.283	543.900	879.183	515.037	415.604	450.731	528.605	1099.540	1191.653	919.917	1417.646	599.042	538.390	422.126	335.890	431.383	702.630	346.958	1531.771	576.023	968.114	1770.037	583.969	535.149	892.482	1159.802	535.459	1061.177	1838.847	1393.471	371.732	848.834	549.785	353.244	860.461	457.117	1121.498	270.704	412.743	253.826	873.765	429.497	987.766	2104.588	960.636	696.267	1187.523	1304.039	238.326	383.871	1386.396	359.878	433.815	339.069	528.812
1225	255.714	240.900	304.596	317.121	603.887	525.107	261.129	551.502	808.616	510.215	1117.810	264.991	267.594	416.521	252.156	388.246	351.824	386.109	726.948	1741.350	697.181	299.546	777.333	511.699	289.696	711.601	528.150	329.782	610.245	686.148	1087.682	958.063	636.096	406.885	870.843	449.520	1224.012	821.413	1147.305	945.696	953.703	495.919	3456.822	993.023	1014.918	436.288	1214.841	484.228	879.346	783.956	953.593	526.144	909.190	503.829	440.226	464.328	456.959	1061.577	1051.869	790.417	1533.084	632.422	541.133	405.940	397.590	384.344	702.561	357.848	1559.109	525.796	960.506	1744.574	608.223	534.282	802.571	1233.544	483.601	1197.344	1770.653	1344.915	403.730	875.170	568.612	385.863	922.592	436.082	1161.359	265.950	397.509	242.556	837.433	421.889	1094.105	2119.736	913.233	711.122	1332.780	1245.967	217.528	403.809	1429.734	342.185	435.252	319.432	491.032
1226	239.945	240.414	320.642	325.338	717.538	576.823	273.274	511.562	757.061	480.068	1297.362	237.749	268.930	420.585	239.110	421.417	346.405	345.682	679.742	1685.672	781.836	280.222	762.590	524.918	265.317	602.885	497.315	370.702	567.054	719.023	1107.355	993.688	649.722	397.011	819.135	457.343	1169.317	751.467	1104.710	1028.714	974.407	445.495	3414.368	1000.642	988.512	434.237	1191.928	484.094	1207.626	648.567	1008.131	471.570	937.476	475.147	485.952	442.194	494.299	1000.128	1008.873	952.617	1611.260	633.633	589.083	412.211	339.443	412.656	695.669	332.222	1542.546	607.443	1029.988	1825.301	592.019	594.006	861.438	1281.033	500.130	1118.699	1828.046	1343.411	440.125	711.516	615.094	371.854	867.535	422.864	1125.041	252.256	402.411	237.125	866.866	465.104	1099.458	2213.938	976.596	699.107	1244.409	1362.115	234.892	356.255	1392.095	326.464	434.005	309.962	540.170
1227	265.493	242.538	297.944	323.758	637.261	542.474	251.927	488.895	812.872	514.129	1287.817	244.167	275.919	389.716	270.268	404.340	312.595	378.572	608.594	1829.587	725.195	294.333	725.086	491.986	279.599	714.780	529.476	327.220	576.378	688.704	1062.844	938.630	680.755	380.675	860.605	452.454	1190.843	822.273	1209.379	1014.000	1002.558	481.985	3621.502	996.143	954.924	397.122	1079.737	486.465	960.759	693.081	1011.741	565.894	844.848	461.509	494.860	417.891	518.788	988.369	1070.773	950.756	1528.598	573.725	536.580	400.234	347.780	399.486	682.267	358.839	1586.978	577.681	1019.098	1692.029	614.986	509.319	836.213	1250.007	514.887	1114.823	1881.609	1310.482	436.923	733.540	557.369	329.153	903.746	468.846	1152.837	256.956	424.495	240.159	822.886	434.646	1073.554	2246.959	947.721	709.194	1269.532	1105.467	232.425	400.685	1280.823	362.059	424.812	361.520	504.825
